name,color,region,link,party,marker,factor_1,factor_2
Michael Flarup,#733280,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/249-michael-flarup,Radikale Venstre,B,4.033327832926046,-0.7452231553395705
Michael Graakjær,#e07ea8,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/400-michael-graakjaer,SF - Socialistisk Folkeparti,F,4.2984089740509095,0.23764493810957774
Michael Hertz,#b48cd2,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/609-michael-hertz,Moderaterne,M,1.129155748491817,-2.1737181808323514
Michael Jensen,#eac73e,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1074-michael-jensen,Dansk Folkeparti,O,-1.32257096103581,3.48753721989106
Michael Lange,#254264,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/507-michael-lange,"Venstre, Danmarks Liberale Parti",V,-2.0076448514866687,-0.4455291672970237
Michael Mikkelsen,#7896d2,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/958-michael-mikkelsen,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-1.5001649986370593,2.690226111238605
Michael Monberg,#2b8738,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1035-michael-monberg,Alternativet,Å,4.200035069635965,-0.5750524562741132
Michael Nedersøe,#eac73e,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/445-michael-nedersoee,Dansk Folkeparti,O,-1.3826901056253162,4.069255763032275
Michael Norup,#96b226,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/133-michael-norup,Det Konservative Folkeparti,C,-3.920422881919905,0.12451752030479404
Michael Pihl,#eac73e,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1049-michael-pihl,Dansk Folkeparti,O,-2.759946658372609,3.334874954151216
Michael R. Rugaard,#96b226,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/64-michael-r-rugaard,Det Konservative Folkeparti,C,-2.4904126388742482,-1.7154489078854263
Michael Rachlin,#733280,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/250-michael-rachlin,Radikale Venstre,B,1.7730266487258854,-2.894422242830962
Michael Rosenmark,#7896d2,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/993-michael-rosenmark,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-2.06796058800363,2.4252945679157807
Michael Valentin Ilsø,#3fb2be,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/982-michael-valentin-ilsoe,Liberal Alliance,I,-4.5527937490740555,0.0962039349940574
Michel Thrysøe,#3fb2be,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/355-michel-thrysoee,Liberal Alliance,I,-3.7065075945071397,-1.4653103225349762
Michelle West,#8b8474,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/945-michelle-west,Kristendemokraterne,K,1.0512423827433657,-1.3212088712236525
Mikael Lund Jensen,#eac73e,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/647-mikael-lund-jensen,Dansk Folkeparti,O,-3.32613643384445,4.216558024135827
Mike Fonseca,#b48cd2,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/626-mike-fonseca,Moderaterne,M,-0.21239799139100268,-0.7100047040242882
Miki Dam Larsen,#a82721,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/810-miki-dam-larsen,Socialdemokratiet,A,2.0491175653415343,-0.7225275244798608
Mikkel Bjørn,#127b7f,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/190-mikkel-bjoern-soerensen,Nye Borgerlige,D,-4.64087658598536,2.7172977954204294
Mikkel Dencker,#eac73e,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/479-mikkel-dencker,Dansk Folkeparti,O,-2.593613065025088,4.0318835459816595
Mikkel Friis Rentzø Pedersen,#3fb2be,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/319-mikkel-friis-rentzoe-pedersen,Liberal Alliance,I,-3.984396432191753,-2.195142652387169
Mikkel Højsleth,#96b226,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/112-mikkel-hoejsleth,Det Konservative Folkeparti,C,-5.372797496782995,-0.10454555382577199
Mikkel Larsson,#2b8738,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/16-mikkel-larsson,Alternativet,Å,4.396046516448555,-1.3916160676022569
Mikkel Pedersen,#3fb2be,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/306-mikkel-pedersen,Liberal Alliance,I,-3.877031528489046,-1.6081030232567943
Milo Gaarde,#e07ea8,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/698-milo-gaarde,SF - Socialistisk Folkeparti,F,4.162846481815801,0.6225836302294532
Mira Issa Bloch,#2b8738,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/9-mira-issa-bloch,Alternativet,Å,3.631030603080343,0.2885126011575775
Mirjam Fibiger Olesen,#8b8474,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/942-mirjam-fibiger-olesen,Kristendemokraterne,K,-0.5907192312190951,-1.7166190689359633
Mogens Aaby,#127b7f,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/187-mogens-aaby,Nye Borgerlige,D,-4.614246364943661,1.032314760298412
Mogens Birkelund,#96b226,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/131-mogens-birkelund,Det Konservative Folkeparti,C,-4.093574257604015,-1.5895952477549988
Mogens Jensen,#a82721,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/779-mogens-jensen,Socialdemokratiet,A,-0.36639530604467846,2.0917287159224207
Mohammad Rona,#b48cd2,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/611-mohammed-rona,Moderaterne,M,0.09100418983393509,-0.7663218340236264
Mohammed Abdikarim,#5abe82,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/663-mohammed-abdikarim,Frie Grønne,Q,5.104373189060068,-0.5962197384478217
Mona Juul,#96b226,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/94-mona-juul,Det Konservative Folkeparti,C,-3.3261038422447378,-1.8370577502465748
Monika Rubin,#b48cd2,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/612-monika-rubin,Moderaterne,M,0.8912750827603666,-2.5677885683843247
Morten Bødskov,#a82721,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/807-morten-boedskov,Socialdemokratiet,A,1.1715956715800069,1.5889159386684568
Morten Dahlin,#254264,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/540-morten-dahlin,"Venstre, Danmarks Liberale Parti",V,-2.6987903316482145,-0.1437770763794609
Morten Klessen,#a82721,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/746-morten-klessen,Socialdemokratiet,A,1.607529252357856,0.7836066699402033
Morten Kolbe Thomsen,#3fb2be,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/324-morten-kolbe-thomsen,Liberal Alliance,I,-3.7434024609568413,-1.897735430015555
Morten Messerschmidt,#eac73e,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/483-morten-messerschmidt,Dansk Folkeparti,O,-1.7145855840216295,3.2900442755282406
Morten Ryom,#a82721,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/748-morten-ryom,Socialdemokratiet,A,2.311142267093082,2.1567738349074577
Morten Siig Henriksen,#e07ea8,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/417-morten-siig-henriksen,SF - Socialistisk Folkeparti,F,4.44203725344482,-0.39784595569458125
Morten Vehl,#7896d2,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/977-morten-vehl,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-3.52474540411726,2.281840292247788
Nana Harring,#eac73e,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/648-nana-harring,Dansk Folkeparti,O,-2.136027457546557,3.458417339289935
Nanna Bock,#8b8474,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/926-nanna-bock,Kristendemokraterne,K,2.6539735285891584,0.5996819658625662
Nanna Bonde,#e07ea8,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/412-nanna-bonde,SF - Socialistisk Folkeparti,F,4.903696571357458,0.9014603982553256
Nanna Høyrup,#2b8738,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/50-nanna-hoeyrup,Alternativet,Å,3.3639605527572014,-1.2261386552006435
Nanna Nørholm,#733280,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/251-nanna-noerholm,Radikale Venstre,B,2.1719186009498817,-0.7427620406923854
Nanna W. Gotfredsen,#b48cd2,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/613-nanna-godtfredsen,Moderaterne,M,0.3050564612061843,-2.2227638727904657
Nick Zimmermann,#eac73e,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/447-nick-zimmermann,Dansk Folkeparti,O,-0.9010254373769011,4.9057353771713395
Nicklas Gjedsig,#2b8738,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/11-nicklas-gjedsig,Alternativet,Å,2.9268554015625554,0.18408872799813802
Nicklas Hakmann Petersen,#2b8738,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/48-nicklas-hakmann-petersen,Alternativet,Å,4.490697859995546,-1.2587565136158456
Niclas Aarestrup,#8b8474,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1043-niclas-aarestrup,Kristendemokraterne,K,1.4751228670046552,-0.500976317873564
Nicola Emily Larsen,#96b226,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/60-nicola-emily-larsen,Det Konservative Folkeparti,C,-3.2943701417178035,-1.7139498558758512
Nicolai Sandager,#3fb2be,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/296-nicolai-sandager,Liberal Alliance,I,-4.209550155587035,-2.190848913128057
Nicolai Wang,#3fb2be,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/326-nicolai-wang,Liberal Alliance,I,-3.527394904009824,-1.7024698018910516
Nicolaj Holm Pedersen,#127b7f,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/200-nicolaj-holm-pedersen,Nye Borgerlige,D,-4.607602603360685,2.128433603942326
Niels Bjarne Lund,#e6801a,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/896-niels-bjarne-lund,Enhedslisten – De Rød-Grønne,Ø,4.168960476349574,0.9630956262187829
Niels Flemming Hansen,#96b226,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/138-niels-flemming-hansen,Det Konservative Folkeparti,C,-3.8926350598278567,-1.068694765524944
Niels Grønlund,#733280,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/252-niels-ture-holm-groenlund,Radikale Venstre,B,2.3814112623919583,-2.7329013453708355
Niels Haxthausen,#e07ea8,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/379-niels-haxthausen,SF - Socialistisk Folkeparti,F,4.325113724661634,-0.5881050411602632
Niels Henning Bladt,#254264,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/551-niels-henning-bladt,"Venstre, Danmarks Liberale Parti",V,-3.087165730201046,0.08251535989497613
Niels Kristian Larsen,#e07ea8,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/699-niels-kristian-larsen,SF - Socialistisk Folkeparti,F,5.161929709103559,0.7860263774297225
Niels Martin Viuff,#96b226,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/73-niels-martin-viuff,Det Konservative Folkeparti,C,-0.8955154777894168,-0.09178772549909127
Niels Ole Beck,#a82721,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/828-niels-ole-beck,Socialdemokratiet,A,1.6926925648844013,1.63429871534123
Niels Peder Ravn,#127b7f,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/154-niels-peder-ravn,Nye Borgerlige,D,-4.759589506328473,1.9780496895145705
Niko Grunfeld,#5abe82,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/661-niko-grunfeld,Frie Grønne,Q,4.936050356818319,-0.6346587844815335
Nikolaj Bøgh,#96b226,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/71-nikolaj-boegh,Det Konservative Folkeparti,C,-3.9869906295605717,-1.566094941119728
Nikolaj Frederiksen,#96b226,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/72-nikolaj-frederiksen,Det Konservative Folkeparti,C,-5.275631787560172,-1.0480823849772758
Nikolaj Gam-Pedersen,#b48cd2,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/614-nikolaj-gam-pedersen,Moderaterne,M,-0.06468844698363026,-1.8639572115537715
Nikolaj Leed Henriksen,#254264,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/498-nikolaj-leed-henriksen,"Venstre, Danmarks Liberale Parti",V,-1.977001586996255,-1.8379666399617312
Nikolaj Vang,#7896d2,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/729-nikolaj-vang,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-2.2498506250876686,2.5599505427739
Nikolaj Vester,#3fb2be,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/295-nikolaj-vester,Liberal Alliance,I,-3.4397069675031977,-1.4797510020082285
Nikoline Erbs Hillers-Bendtsen,#2b8738,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/8-nikoline-erbs-hillers-bendtsen,Alternativet,Å,4.1750410181524,-1.4121094919011992
Nikoline Prehn,#a82721,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/788-nikoline-prehn,Socialdemokratiet,A,3.4213023431320253,-0.9471160472895718
Nilas Bay-Foged,#2b8738,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1080-nilas-bay-foged,Alternativet,Å,4.647980859356358,0.1445065650092175
Nils Sjøberg,#733280,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/253-nils-sjoeberg,Radikale Venstre,B,2.6887404378031903,-0.289859164034873
Nishan Ganesh,#5abe82,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/671-nishan-ganesh,Frie Grønne,Q,4.46155590906772,-0.34980379395006267
Noah Reinert Sturis,#2b8738,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/37-noah-reinert-sturis,Alternativet,Å,3.433360598113072,-1.6502111448073733
Ole Birk Olesen,#3fb2be,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/342-ole-birk-olesen,Liberal Alliance,I,-4.879922558879206,-1.9878919169028124
Ole Lynggaard Jørgensen,#733280,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/254-ole-lynggaard-joergensen,Radikale Venstre,B,1.7285542131427096,-0.7624215690307983
Otto Mortensen,#e6801a,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/890-otto-mortensen,Enhedslisten – De Rød-Grønne,Ø,5.640885834920382,1.5978168821424141
Palle Rosenkilde,#8b8474,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/932-palle-rosenkilde,Kristendemokraterne,K,-1.1950709951635274,0.7475834846805813
Patrick Culmsee Bryhl,#7896d2,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1014-patrick-culmsee-bryhl,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-2.629789335306871,2.6521661698266215
Pavia Jacobsen,#2b8738,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/32-pavia-jacobsen,Alternativet,Å,3.9962489376633346,-0.13246091337839222
Paw Karslund,#eac73e,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/472-paw-karslund,Dansk Folkeparti,O,0.30233567922314364,2.4662072219857607
Peder Hvelplund,#e6801a,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/277-peder-hvelplund,Enhedslisten – De Rød-Grønne,Ø,5.8986039957988075,1.0742727455362462
Peder Larsen,#e07ea8,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/433-peder-larsen,SF - Socialistisk Folkeparti,F,3.8021240392740006,0.4062527869831304
Pelle Dragsted,#e6801a,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/271-pelle-dragsted,Enhedslisten – De Rød-Grønne,Ø,5.39848886788865,0.5360184699271225
Per Husted,#a82721,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/794-per-husted,Socialdemokratiet,A,0.9862023276029174,1.2806633684801954
Per Kristensen,#8b8474,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/913-per-kristensen,Kristendemokraterne,K,-0.966890457786711,1.7388515573447174
Per Larsen,#96b226,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/107-per-larsen,Det Konservative Folkeparti,C,-5.065061028754586,-0.9153553222607412
Per Møller Jacobsen,#e6801a,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/877-per-moeller-jacobsen,Enhedslisten – De Rød-Grønne,Ø,5.157037567639227,1.7589167061868822
Per Nørgaard Andersen,#3fb2be,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/348-per-noergaard-andersen,Liberal Alliance,I,-3.426196915958312,-0.836135747543502
Per Urban Olsen,#96b226,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/103-per-urban-olsen,Det Konservative Folkeparti,C,-0.7636488291103503,-1.3805221443913216
Pernille Rosenkrantz-Theil,#a82721,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/802-pernille-rosenkrantz-theil,Socialdemokratiet,A,1.7243074252535229,1.526207749874149
Pernille Vermund,#127b7f,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/163-pernille-vermund,Nye Borgerlige,D,-4.755848488779333,2.166829055585172
Peter Have,#b48cd2,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/616-peter-have,Moderaterne,M,-0.4789963427689293,-1.4453367942638669
Peter Hummelgaard,#a82721,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/824-peter-hummelgaard,Socialdemokratiet,A,1.2047420287312192,0.7223287190956146
Peter Juel-Jensen,#254264,Bornholms Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/490-peter-juel-jensen,"Venstre, Danmarks Liberale Parti",V,-2.739498961614546,0.21993928811435537
Peter Kofod,#eac73e,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/454-peter-kofod,Dansk Folkeparti,O,-2.3028364754940234,3.469933024362788
Peter Lindholt,#7896d2,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/715-peter-lindholt,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-3.179907678881427,2.0616792605124346
Peter Loft,#3fb2be,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/337-peter-loft,Liberal Alliance,I,-3.3988293722808387,-2.421246297262363
Peter Scheining,#8b8474,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1045-peter-scheining,Kristendemokraterne,K,-0.979954081656128,-1.3183996455385203
Peter Seier Christensen,#127b7f,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/165-peter-seier-christensen,Nye Borgerlige,D,-4.607602603360685,2.128433603942326
Peter Sig Kristensen,#e6801a,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/879-peter-sig-kristensen,Enhedslisten – De Rød-Grønne,Ø,4.069817309572407,1.25522072676815
Peter Skaarup,#7896d2,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/730-peter-skaarup,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-2.6981496747816656,2.5866323741808586
Peter Stakemann,#96b226,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/62-peter-stakemann,Det Konservative Folkeparti,C,-3.3089194300445213,-1.290410996398619
Peter Westermann,#e07ea8,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/386-peter-westermann,SF - Socialistisk Folkeparti,F,3.889329710628478,0.9435851522136847
Peter Zinckernagel,#733280,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/255-peter-zinckernagel,Radikale Venstre,B,1.138801420476982,-3.1712903022490395
Phillip Sperling,#254264,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/523-phillip-sperling,"Venstre, Danmarks Liberale Parti",V,-0.7244016558948562,-2.964418108804858
Pia Britt Elberg,#733280,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/256-pia-britt-elberg,Radikale Venstre,B,1.4539932771945978,-2.7574515957997208
Pia Kjærsgaard,#eac73e,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/469-pia-kjaersgaard,Dansk Folkeparti,O,-3.102580701126465,3.7416057685272257
Pia Offer Madsen,#254264,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/961-pia-offer-madsen,"Venstre, Danmarks Liberale Parti",V,-2.904309226545025,-0.31239641981371297
Pia Olsen Dyhr,#e07ea8,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/375-pia-olsen-dyhr,SF - Socialistisk Folkeparti,F,4.29536077527046,1.2028504038186558
Pia Thorsen,#e6801a,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1037-pia-thorsen,Enhedslisten – De Rød-Grønne,Ø,5.377997794347297,1.593270899188898
Poul Harald Holm,#8b8474,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/916-poul-harald-holm,Kristendemokraterne,K,0.24217260108393496,-1.1437139243573904
Preben Bang Henriksen,#254264,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/524-preben-bang-henriksen,"Venstre, Danmarks Liberale Parti",V,-2.728820797544189,-1.3243997954953326
Preben Friis-Hauge,#254264,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/553-preben-friis-hauge,"Venstre, Danmarks Liberale Parti",V,-1.3361798339933706,0.5820762141006878
Qasam Nazir Ahmad,#2b8738,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/998-qasam-nazir-ahmad,Alternativet,Å,4.469288368584487,-0.4367378028624236
Ragnar-Gwyn Dixen,#3fb2be,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/313-ragnar-gwyn-dixen,Liberal Alliance,I,-3.5234134780779223,-1.5274917233882968
Rajesh Holmen,#5abe82,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/656-rajesh-holmen,Frie Grønne,Q,4.9740116158178145,-0.8975353738641774
Rashid Ali,#5abe82,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/658-rashid-ali,Frie Grønne,Q,5.142334448059565,-0.859096327830466
Rasmus Bøgh Vinter,#e6801a,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/871-rasmus-boegh-vinter,Enhedslisten – De Rød-Grønne,Ø,3.276398175557773,0.6803905337781665
Rasmus Dahlberg,#96b226,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/139-rasmus-dahlberg,Det Konservative Folkeparti,C,-3.7439305911254444,-0.7906812741901214
Rasmus Elkjær Larsen,#96b226,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/140-rasmus-elkjaer-larsen,Det Konservative Folkeparti,C,-1.3625280133860918,-1.5896154785998107
Rasmus Helveg Petersen,#733280,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/257-rasmus-helveg-petersen,Radikale Venstre,B,1.8706814066581519,-2.990371552762687
Rasmus Henriksen,#e07ea8,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/380-rasmus-peter-henriksen,SF - Socialistisk Folkeparti,F,4.195871713029889,1.3582697914024668
Rasmus Horn Langhoff,#a82721,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/789-rasmus-horn-langhoff,Socialdemokratiet,A,1.1831130480161034,1.2768668751234005
Rasmus Hylleberg,#254264,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/542-rasmus-hylleberg,"Venstre, Danmarks Liberale Parti",V,-2.7827463627718463,-1.725874912613831
Rasmus Jarlov,#96b226,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/92-rasmus-jarlov,Det Konservative Folkeparti,C,-4.148235351211047,-2.1099552832155695
Rasmus Lund-Nielsen,#b48cd2,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/618-rasmus-lund-nielsen,Moderaterne,M,-0.8587201087047468,-2.8125915632681355
